Member_number,Date,itemDescription
1483,1/4/2015,Coppertone lotion $3/1
3950,1/10/2015,Blue Diamond $1/1 4oz+ almonds can or bag
1634,16-01-2015,Barabsol $.50/1 10oz shaving cream
2694,21-11-2015,Axe Hair Care Product
2707,18-10-2015,Barilla $1/2 Sauce
2813,16-07-2015,Best Foods $1/1 mayonnaise squeeze
2276,11/1/2015,Best Foods $1/1 mayonnaise squeeze
4726,6/2/2015,Dinty Moore $1/2 
4353,25-05-2015,Megared $1/1 product
4017,13-08-2015,Aveeno $1/1 produc
1422,21-08-2015,Axe Body Spray Product
2714,15-03-2015,Axe Hair Care Product
2769,21-07-2015,Coppertone lotion $3/1
4166,30-04-2015,Dunkin Donuts $1/2 creamers
3614,2/3/2015,Farm Rich Bakery item 9.5 oz
4361,5/9/2015,Coppertone lotion $3/1
1922,22-09-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4728,6/9/2015,Farm Rich Bakery item 9.5 oz
3646,8/8/2015,Coppertone lotion $3/1
1155,10/8/2015,Blue Diamond $1/1 4oz+ almonds can or bag
2119,11/6/2015,Barabsol $.50/1 10oz shaving cream
1602,29-08-2015,Axe Hair Care Product
1074,24-06-2015,Barilla $1/2 Sauce
2256,11/4/2015,Best Foods $1/1 mayonnaise squeeze
1348,17-09-2015,Best Foods $1/1 mayonnaise squeeze
3806,28-08-2015,Dinty Moore $1/2 
1711,6/6/2015,Megared $1/1 product
3959,12/4/2015,Dinty Moore $1/2 
1590,15-08-2015,Dove Clinical Protection Deodorant Product
1962,8/6/2015,Dunkin Donuts $1/2 creamers
1766,21-01-2015,Farm Rich Bakery item 9.5 oz
2551,21-10-2015,Fiber One $.50/2 chewy bars
2294,23-09-2015,Indiana Kitchen Bacon 
4531,29-05-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
2957,12/4/2015,L'Oreal $2/1 skincare product ets
4415,27-01-2015,Megared $1/1 product
1476,26-08-2015,"Maybelline New York $2/1 brow, shadow or liner product "
3978,23-07-2015,Mitchum antiperspirant/deodorant prod
2062,22-09-2015,L'Oreal $2/1 skincare product ets
3252,28-06-2015,Farm Rich Bakery item 9.5 oz
3922,24-06-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
1491,17-10-2015,Coppertone lotion $3/1
3526,26-08-2015,Dunkin Donuts $1/2 creamers
4060,11/12/2015,Farm Rich Bakery item 9.5 oz
1067,8/4/2015,Coppertone lotion $3/1
2840,27-01-2015,Dunkin Donuts $1/2 creamers
4484,27-11-2015,Farm Rich Bakery item 9.5 oz
2353,7/2/2015,Coppertone lotion $3/1
3130,18-02-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4273,14-06-2015,Barabsol $.50/1 10oz shaving cream
4565,30-12-2015,Axe Hair Care Product
2504,14-08-2015,Barilla $1/2 Sauce
4127,23-10-2015,Best Foods $1/1 mayonnaise squeeze
2690,1/4/2015,Best Foods $1/1 mayonnaise squeeze
4129,22-09-2015,Dinty Moore $1/2 
4511,29-06-2015,Megared $1/1 product
1602,4/8/2015,Dinty Moore $1/2 
4369,1/2/2015,Dove Clinical Protection Deodorant Product
1302,29-09-2015,Dunkin Donuts $1/2 creamers
3326,30-04-2015,Blue Diamond $1/1 4oz+ almonds can or bag
2066,21-05-2015,Barabsol $.50/1 10oz shaving cream
3483,15-01-2015,Axe Hair Care Product
2840,12/2/2015,Barabsol $.50/1 10oz shaving cream
1807,18-05-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
2067,12/8/2015,Barilla $1/2 Sauce
3783,17-02-2015,Bausch+Lomb $1/1
2884,4/1/2015,Beefsteak 18 oz. bread 
2908,15-03-2015,Best Foods $1/1 mayonnaise squeeze
1330,10/7/2015,Axe Hair Care Product
2293,8/5/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3718,20-05-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4338,25-01-2015,Bounty/Charmin $.50/1 
3486,8/11/2015,Barilla $1/2 Sauce
3635,4/9/2015,Best Foods $1/1 mayonnaise squeeze
2857,18-02-2015,Best Foods $1/1 mayonnaise squeeze
3684,13-08-2015,Dinty Moore $1/2 
3120,20-10-2015,Megared $1/1 product
3872,19-03-2015,Dinty Moore $1/2 
2777,7/4/2015,Dove Clinical Protection Deodorant Product
2702,27-05-2015,Dunkin Donuts $1/2 creamers
4796,29-06-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1564,23-10-2015,Barabsol $.50/1 10oz shaving cream
2740,2/7/2015,Axe Hair Care Product
1833,13-04-2015,Barabsol $.50/1 10oz shaving cream
1757,23-12-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
2975,24-10-2015,Barilla $1/2 Sauce
4032,10/8/2015,Bausch+Lomb $1/1
3979,16-09-2015,Beefsteak 18 oz. bread 
3772,9/3/2015,Best Foods $1/1 mayonnaise squeeze
4523,28-10-2015,Aveeno $1/1 produc
4004,19-04-2015,Axe Body Spray Product
2936,8/6/2015,Axe Hair Care Product
2394,21-06-2015,Ban $1/1 roll-on antiperspirant deodorant 
4616,16-08-2015,Barabsol $.50/1 10oz shaving cream
2362,8/7/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3593,3/11/2015,Barilla $1/2 Sauce
4389,27-08-2015,Bausch+Lomb $1/1
3206,11/8/2015,Beefsteak 18 oz. bread 
4601,4/1/2015,Best Foods $1/1 mayonnaise squeeze
4382,13-11-2015,Axe Hair Care Product
2718,8/6/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
4691,12/10/2015,Blue Diamond $1/1 4oz+ almonds can or bag
3735,28-11-2015,Bounty/Charmin $.50/1 
3900,20-12-2015,Brita $4/1 pitcher filter
4959,30-06-2015,Cadbury/Reese's $1/3 Eggs multipacks
1815,30-08-2015,Cerave Baby Product $4/1
2454,8/4/2015,Cesar dry dog food $2/1 TARGET
4778,15-01-2015,Chobani $1/3 5.3 oz Flip Greek Yogurt
2289,4/11/2015,Claritin $2/1 children's
1734,13-07-2015,Clorox/Pine-Sol $1.50/2 products 
4019,5/2/2015,Coppertone lotion $3/1
4605,28-05-2015,Covergirl $1/1 product accessories
4864,14-11-2015,Danimials $1/ Two Smoothie 6 packs
4205,22-02-2015,Dark and Lovely $2/1 haircolor or relaxer
1862,3/8/2015,Degree Women $2/1 dry spray antiperspirant product
1846,19-07-2015,Dinty Moore $1/2 
2019,28-05-2015,Dove Clinical Protection Deodorant Product
2042,19-11-2015,Dunkin Donuts $1/2 creamers
1768,26-05-2015,Farm Rich Bakery item 9.5 oz
3847,26-03-2015,Fiber One $.50/2 chewy bars
3557,20-07-2015,Indiana Kitchen Bacon 
3975,27-02-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
4198,18-03-2015,L'Oreal $2/1 skincare product ets
2580,4/9/2015,Megared $1/1 product
3474,25-08-2015,"Maybelline New York $2/1 brow, shadow or liner product "
1678,14-11-2015,Mitchum antiperspirant/deodorant prod
4254,14-08-2015,L'Oreal $2/1 skincare product ets
4704,21-08-2015,Farm Rich Bakery item 9.5 oz
3343,10/5/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
3812,24-06-2015,Coppertone lotion $3/1
3093,13-03-2015,Dunkin Donuts $1/2 creamers
2170,18-06-2015,Farm Rich Bakery item 9.5 oz
4867,29-10-2015,Coppertone lotion $3/1
3899,23-03-2015,Blue Diamond $1/1 4oz+ almonds can or bag
2941,3/10/2015,Barabsol $.50/1 10oz shaving cream
1958,3/7/2015,Axe Hair Care Product
2760,8/8/2015,Barilla $1/2 Sauce
4413,3/8/2015,Best Foods $1/1 mayonnaise squeeze
1737,15-05-2015,Best Foods $1/1 mayonnaise squeeze
4202,18-02-2015,Dinty Moore $1/2 
1065,13-11-2015,Megared $1/1 product
3819,28-06-2015,Dinty Moore $1/2 
2854,8/2/2015,Dove Clinical Protection Deodorant Product
4387,16-09-2015,Dunkin Donuts $1/2 creamers
4530,12/4/2015,Farm Rich Bakery item 9.5 oz
4191,3/11/2015,Fiber One $.50/2 chewy bars
3102,4/12/2015,Indiana Kitchen Bacon 
1946,25-01-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
2156,15-05-2015,L'Oreal $2/1 skincare product ets
1444,16-12-2015,Megared $1/1 product
1699,14-05-2015,"Maybelline New York $2/1 brow, shadow or liner product "
4954,4/5/2015,Mitchum antiperspirant/deodorant prod
2207,8/4/2015,L'Oreal $2/1 skincare product ets
4826,28-01-2015,Farm Rich Bakery item 9.5 oz
2374,8/6/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
1604,18-08-2015,Coppertone lotion $3/1
4437,29-11-2015,Dunkin Donuts $1/2 creamers
2319,10/5/2015,Farm Rich Bakery item 9.5 oz
3018,27-06-2015,Coppertone lotion $3/1
1195,28-09-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1768,4/9/2015,Barabsol $.50/1 10oz shaving cream
3017,28-09-2015,Axe Hair Care Product
3384,29-11-2015,Barilla $1/2 Sauce
1918,30-01-2015,Best Foods $1/1 mayonnaise squeeze
2524,17-10-2015,Best Foods $1/1 mayonnaise squeeze
2798,17-06-2015,Dinty Moore $1/2 
2096,25-01-2015,Megared $1/1 product
1489,13-03-2015,Aveeno $1/1 produc
1431,20-07-2015,Axe Body Spray Product
2747,5/7/2015,Axe Hair Care Product
3054,22-03-2015,Ban $1/1 roll-on antiperspirant deodorant 
2691,9/10/2015,Barabsol $.50/1 10oz shaving cream
1752,19-04-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3027,15-09-2015,Barilla $1/2 Sauce
4452,17-06-2015,Bausch+Lomb $1/1
4129,13-08-2015,Beefsteak 18 oz. bread 
3523,9/11/2015,Best Foods $1/1 mayonnaise squeeze
2128,11/2/2015,Axe Hair Care Product
4867,3/2/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
4762,30-10-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1632,29-05-2015,Bounty/Charmin $.50/1 
4018,17-11-2015,Coppertone lotion $3/1
1722,13-07-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1438,19-10-2015,Barabsol $.50/1 10oz shaving cream
3958,27-10-2015,Axe Hair Care Product
3292,13-09-2015,Barilla $1/2 Sauce
2861,23-02-2015,Best Foods $1/1 mayonnaise squeeze
1757,24-02-2015,Best Foods $1/1 mayonnaise squeeze
1509,30-12-2015,Dinty Moore $1/2 
2364,11/5/2015,Megared $1/1 product
3084,26-10-2015,Aveeno $1/1 produc
1850,17-02-2015,Axe Body Spray Product
1949,17-03-2015,Axe Hair Care Product
4740,2/10/2015,Coppertone lotion $3/1
1072,23-10-2015,Dunkin Donuts $1/2 creamers
4196,9/7/2015,Farm Rich Bakery item 9.5 oz
4814,13-09-2015,Coppertone lotion $3/1
1514,28-02-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4584,25-10-2015,Barabsol $.50/1 10oz shaving cream
2751,3/2/2015,Axe Hair Care Product
4155,24-09-2015,Barilla $1/2 Sauce
4670,11/10/2015,Best Foods $1/1 mayonnaise squeeze
4566,27-07-2015,Best Foods $1/1 mayonnaise squeeze
2371,30-08-2015,Dinty Moore $1/2 
3442,14-11-2015,Megared $1/1 product
3090,27-09-2015,Dinty Moore $1/2 
1457,9/1/2015,Dove Clinical Protection Deodorant Product
4952,8/4/2015,Dunkin Donuts $1/2 creamers
3165,11/1/2015,Bausch+Lomb $1/1
2608,19-09-2015,Beefsteak 18 oz. bread 
2040,7/10/2015,Best Foods $1/1 mayonnaise squeeze
1327,9/8/2015,Axe Hair Care Product
3363,7/1/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
1731,9/9/2015,Blue Diamond $1/1 4oz+ almonds can or bag
2760,2/8/2015,Bounty/Charmin $.50/1 
3120,14-01-2015,Coppertone lotion $3/1
1332,30-04-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4530,12/9/2015,Barabsol $.50/1 10oz shaving cream
3145,23-02-2015,Axe Hair Care Product
1099,13-08-2015,Barilla $1/2 Sauce
3188,6/12/2015,Best Foods $1/1 mayonnaise squeeze
3748,13-10-2015,Best Foods $1/1 mayonnaise squeeze
4655,31-03-2015,Dinty Moore $1/2 
1827,1/5/2015,Megared $1/1 product
2485,17-02-2015,Aveeno $1/1 produc
4683,15-01-2015,Axe Body Spray Product
4358,6/11/2015,Axe Hair Care Product
1931,9/10/2015,Best Foods $1/1 mayonnaise squeeze
2490,18-12-2015,Best Foods $1/1 mayonnaise squeeze
4842,8/12/2015,Dinty Moore $1/2 
4616,1/1/2015,Megared $1/1 product
2810,22-09-2015,Dinty Moore $1/2 
2785,18-10-2015,Dove Clinical Protection Deodorant Product
3591,20-07-2015,Dunkin Donuts $1/2 creamers
3896,10/9/2015,Bausch+Lomb $1/1
3842,1/7/2015,Beefsteak 18 oz. bread 
2648,10/7/2015,Best Foods $1/1 mayonnaise squeeze
4688,2/10/2015,Axe Hair Care Product
3511,26-08-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3084,4/9/2015,Blue Diamond $1/1 4oz+ almonds can or bag
3810,7/5/2015,Bounty/Charmin $.50/1 
4348,26-02-2015,Coppertone lotion $3/1
3584,10/3/2015,Blue Diamond $1/1 4oz+ almonds can or bag
2620,11/6/2015,Barabsol $.50/1 10oz shaving cream
2716,18-01-2015,Axe Hair Care Product
3797,10/8/2015,Barilla $1/2 Sauce
2976,2/6/2015,Best Foods $1/1 mayonnaise squeeze
2762,7/11/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
3752,25-04-2015,Coppertone lotion $3/1
1659,30-11-2015,Dunkin Donuts $1/2 creamers
4109,8/2/2015,Farm Rich Bakery item 9.5 oz
1542,7/8/2015,Coppertone lotion $3/1
2068,7/6/2015,Blue Diamond $1/1 4oz+ almonds can or bag
4509,14-06-2015,Barabsol $.50/1 10oz shaving cream
4646,14-06-2015,Axe Hair Care Product
2122,7/4/2015,Barilla $1/2 Sauce
2730,15-06-2015,Best Foods $1/1 mayonnaise squeeze
1800,31-07-2015,Best Foods $1/1 mayonnaise squeeze
1456,18-09-2015,Dinty Moore $1/2 
1138,2/9/2015,Megared $1/1 product
4104,12/6/2015,Dinty Moore $1/2 
4985,28-02-2015,Dove Clinical Protection Deodorant Product
3181,13-12-2015,Dunkin Donuts $1/2 creamers
3178,21-10-2015,Farm Rich Bakery item 9.5 oz
1688,10/11/2015,Fiber One $.50/2 chewy bars
1488,28-11-2015,Indiana Kitchen Bacon 
4975,8/5/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
4697,9/1/2015,L'Oreal $2/1 skincare product ets
4742,11/1/2015,Megared $1/1 product
2640,22-04-2015,"Maybelline New York $2/1 brow, shadow or liner product "
2548,25-12-2015,Mitchum antiperspirant/deodorant prod
2825,29-12-2015,L'Oreal $2/1 skincare product ets
2592,4/7/2015,Farm Rich Bakery item 9.5 oz
3622,28-12-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
4852,21-08-2015,Coppertone lotion $3/1
1839,3/9/2015,Dunkin Donuts $1/2 creamers
2413,4/4/2015,Farm Rich Bakery item 9.5 oz
2982,14-06-2015,Coppertone lotion $3/1
1981,31-10-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4440,21-09-2015,Barabsol $.50/1 10oz shaving cream
3497,24-11-2015,Axe Hair Care Product
3668,18-12-2015,Barilla $1/2 Sauce
4460,28-05-2015,Best Foods $1/1 mayonnaise squeeze
1335,16-01-2015,Best Foods $1/1 mayonnaise squeeze
4303,7/12/2015,Dinty Moore $1/2 
3508,28-02-2015,Megared $1/1 product
1959,19-03-2015,Aveeno $1/1 produc
3856,6/3/2015,Axe Body Spray Product
3141,29-07-2015,Axe Hair Care Product
4640,25-09-2015,Ban $1/1 roll-on antiperspirant deodorant 
4851,25-05-2015,Barabsol $.50/1 10oz shaving cream
3306,22-09-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
2193,8/4/2015,Barilla $1/2 Sauce
1156,13-09-2015,Bausch+Lomb $1/1
4596,8/4/2015,Beefsteak 18 oz. bread 
1245,8/10/2015,Best Foods $1/1 mayonnaise squeeze
1515,5/7/2015,Axe Hair Care Product
2564,14-07-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
4527,18-10-2015,Blue Diamond $1/1 4oz+ almonds can or bag
2487,9/7/2015,Bounty/Charmin $.50/1 
3420,27-02-2015,Coppertone lotion $3/1
4442,28-11-2015,Blue Diamond $1/1 4oz+ almonds can or bag
3164,30-04-2015,Barabsol $.50/1 10oz shaving cream
3601,1/4/2015,Axe Hair Care Product
3176,25-05-2015,Barilla $1/2 Sauce
2568,22-07-2015,Best Foods $1/1 mayonnaise squeeze
1856,26-10-2015,Coppertone lotion $3/1
3859,30-09-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1668,21-08-2015,Barabsol $.50/1 10oz shaving cream
4499,23-08-2015,Axe Hair Care Product
1753,21-08-2015,Barilla $1/2 Sauce
3829,25-06-2015,Best Foods $1/1 mayonnaise squeeze
4825,8/1/2015,Best Foods $1/1 mayonnaise squeeze
3694,10/11/2015,Dinty Moore $1/2 
4147,2/1/2015,Megared $1/1 product
2196,9/10/2015,Dinty Moore $1/2 
2229,22-05-2015,Dove Clinical Protection Deodorant Product
4724,3/9/2015,Dunkin Donuts $1/2 creamers
3066,11/10/2015,Bausch+Lomb $1/1
1120,8/6/2015,Beefsteak 18 oz. bread 
4769,22-08-2015,Best Foods $1/1 mayonnaise squeeze
4711,17-09-2015,Axe Hair Care Product
2391,22-06-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
1216,4/3/2015,Blue Diamond $1/1 4oz+ almonds can or bag
3154,14-05-2015,Bounty/Charmin $.50/1 
3911,30-07-2015,Coppertone lotion $3/1
3111,15-10-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1385,26-11-2015,Barabsol $.50/1 10oz shaving cream
1158,21-03-2015,Axe Hair Care Product
2733,22-07-2015,Barilla $1/2 Sauce
4999,26-12-2015,Best Foods $1/1 mayonnaise squeeze
2882,12/6/2015,Best Foods $1/1 mayonnaise squeeze
2590,25-06-2015,Dinty Moore $1/2 
4249,4/8/2015,Megared $1/1 product
3012,3/5/2015,Aveeno $1/1 produc
1533,7/11/2015,Axe Body Spray Product
1667,12/1/2015,Axe Hair Care Product
4323,13-05-2015,Best Foods $1/1 mayonnaise squeeze
2087,22-02-2015,Best Foods $1/1 mayonnaise squeeze
1853,31-05-2015,Dinty Moore $1/2 
2157,29-10-2015,Megared $1/1 product
1136,29-10-2015,Dinty Moore $1/2 
2049,7/10/2015,Dove Clinical Protection Deodorant Product
3122,2/5/2015,Dunkin Donuts $1/2 creamers
2245,15-05-2015,Bausch+Lomb $1/1
4746,18-10-2015,Beefsteak 18 oz. bread 
4224,24-02-2015,Best Foods $1/1 mayonnaise squeeze
4219,19-03-2015,Axe Hair Care Product
2641,1/1/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3173,25-07-2015,Blue Diamond $1/1 4oz+ almonds can or bag
2191,19-10-2015,Bounty/Charmin $.50/1 
4212,7/4/2015,Coppertone lotion $3/1
1902,1/12/2015,Blue Diamond $1/1 4oz+ almonds can or bag
1347,27-03-2015,Barabsol $.50/1 10oz shaving cream
1578,23-06-2015,Axe Hair Care Product
1264,23-11-2015,Barilla $1/2 Sauce
4632,30-09-2015,Best Foods $1/1 mayonnaise squeeze
3452,1/11/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
4822,10/2/2015,Coppertone lotion $3/1
3987,18-06-2015,Dunkin Donuts $1/2 creamers
1672,7/10/2015,Farm Rich Bakery item 9.5 oz
4864,1/12/2015,Coppertone lotion $3/1
3368,9/3/2015,Blue Diamond $1/1 4oz+ almonds can or bag
1283,22-09-2015,Barabsol $.50/1 10oz shaving cream
4428,28-06-2015,Axe Hair Care Product
2577,25-10-2015,Barilla $1/2 Sauce
1973,24-10-2015,Best Foods $1/1 mayonnaise squeeze
3284,23-01-2015,Best Foods $1/1 mayonnaise squeeze
1905,19-05-2015,Dinty Moore $1/2 
2226,9/3/2015,Megared $1/1 product
1932,4/9/2015,Dinty Moore $1/2 
4506,11/8/2015,Dove Clinical Protection Deodorant Product
1843,27-11-2015,Dunkin Donuts $1/2 creamers
3973,27-07-2015,Farm Rich Bakery item 9.5 oz
1651,28-07-2015,Fiber One $.50/2 chewy bars
3997,12/10/2015,Indiana Kitchen Bacon 
4796,25-08-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
1245,24-09-2015,L'Oreal $2/1 skincare product ets
3579,17-08-2015,Megared $1/1 product
4387,10/2/2015,"Maybelline New York $2/1 brow, shadow or liner product "
2496,29-06-2015,Mitchum antiperspirant/deodorant prod
3590,28-03-2015,L'Oreal $2/1 skincare product ets
2890,26-04-2015,Farm Rich Bakery item 9.5 oz
1401,27-01-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
3297,21-05-2015,Coppertone lotion $3/1
2867,23-12-2015,Dunkin Donuts $1/2 creamers
1365,20-05-2015,Farm Rich Bakery item 9.5 oz
2355,24-07-2015,Coppertone lotion $3/1
1170,19-03-2015,Blue Diamond $1/1 4oz+ almonds can or bag
3554,21-03-2015,Barabsol $.50/1 10oz shaving cream
4171,26-01-2015,Axe Hair Care Product
3963,17-09-2015,Barilla $1/2 Sauce
3076,8/12/2015,Best Foods $1/1 mayonnaise squeeze
1629,17-05-2015,Best Foods $1/1 mayonnaise squeeze
1366,30-05-2015,Dinty Moore $1/2 
3677,29-07-2015,Megared $1/1 product
2844,21-05-2015,Aveeno $1/1 produc
4509,28-09-2015,Axe Body Spray Product
3245,11/5/2015,Axe Hair Care Product
2294,22-06-2015,Ban $1/1 roll-on antiperspirant deodorant 
1234,20-11-2015,Barabsol $.50/1 10oz shaving cream
3001,24-12-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3587,5/8/2015,Barilla $1/2 Sauce
2700,22-01-2015,Bausch+Lomb $1/1
3838,14-12-2015,Beefsteak 18 oz. bread 
4045,22-12-2015,Best Foods $1/1 mayonnaise squeeze
1858,25-04-2015,Axe Hair Care Product
2280,11/1/2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
2454,6/4/2015,Blue Diamond $1/1 4oz+ almonds can or bag
4437,9/10/2015,Bounty/Charmin $.50/1 
1685,30-03-2015,Coppertone lotion $3/1
2349,26-02-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1463,24-12-2015,Barabsol $.50/1 10oz shaving cream
3470,19-02-2015,Axe Hair Care Product
4914,29-11-2015,Barabsol $.50/1 10oz shaving cream
2448,31-08-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3387,10/5/2015,Barilla $1/2 Sauce
3167,4/11/2015,Bausch+Lomb $1/1
3175,17-03-2015,Beefsteak 18 oz. bread 
2678,21-09-2015,Best Foods $1/1 mayonnaise squeeze
4627,18-12-2015,Axe Hair Care Product
1773,17-10-2015,Barbasol $2/1 ultra 3 or ultra 6 plus razor
3100,23-05-2015,Blue Diamond $1/1 4oz+ almonds can or bag
3232,29-05-2015,Bounty/Charmin $.50/1 
3673,12/8/2015,Coppertone lotion $3/1
4068,19-11-2015,Blue Diamond $1/1 4oz+ almonds can or bag
2340,7/10/2015,Barabsol $.50/1 10oz shaving cream
1930,1/3/2015,Axe Hair Care Product
3526,2/6/2015,Barilla $1/2 Sauce
1617,10/2/2015,Best Foods $1/1 mayonnaise squeeze
1028,11/7/2015,Best Foods $1/1 mayonnaise squeeze
4440,1/12/2015,Dinty Moore $1/2 
3554,23-07-2015,Megared $1/1 product
1632,15-12-2015,Aveeno $1/1 produc
1429,7/2/2015,Axe Body Spray Product
1225,20-05-2015,Axe Hair Care Product
2509,15-07-2015,Coppertone lotion $3/1
4945,2/8/2015,Dunkin Donuts $1/2 creamers
4342,18-03-2015,Farm Rich Bakery item 9.5 oz
1832,28-09-2015,Coppertone lotion $3/1
1518,21-06-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1512,20-09-2015,Farm Rich Bakery item 9.5 oz
4818,20-03-2015,Coppertone lotion $3/1
4686,19-08-2015,Blue Diamond $1/1 4oz+ almonds can or bag
4986,1/2/2015,Barabsol $.50/1 10oz shaving cream
2755,6/2/2015,Axe Hair Care Product
4532,29-11-2015,Barilla $1/2 Sauce
2070,16-08-2015,Best Foods $1/1 mayonnaise squeeze
1894,9/5/2015,Best Foods $1/1 mayonnaise squeeze
3473,25-01-2015,Dinty Moore $1/2 
2140,28-09-2015,Megared $1/1 product
3286,23-12-2015,Dinty Moore $1/2 
4729,8/4/2015,Dove Clinical Protection Deodorant Product
3204,20-02-2015,Dunkin Donuts $1/2 creamers
1574,18-04-2015,Farm Rich Bakery item 9.5 oz
3361,22-07-2015,Fiber One $.50/2 chewy bars
1776,25-02-2015,Indiana Kitchen Bacon 
2009,11/10/2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
3479,24-03-2015,L'Oreal $2/1 skincare product ets
2394,22-11-2015,Megared $1/1 product
1337,25-12-2015,"Maybelline New York $2/1 brow, shadow or liner product "
3574,13-06-2015,Mitchum antiperspirant/deodorant prod
1727,18-07-2015,L'Oreal $2/1 skincare product ets
1016,5/10/2015,Farm Rich Bakery item 9.5 oz
4326,21-01-2015,Irish Spring $1.00/1 bar soap multipack 6ct or larger 
2212,22-09-2015,Coppertone lotion $3/1
1990,1/8/2015,Dunkin Donuts $1/2 creamers
3836,6/12/2015,Farm Rich Bakery item 9.5 oz
4560,1/7/2015,Coppertone lotion $3/1
1119,4/2/2015,Dunkin Donuts $1/2 creamers
1379,18-05-2015,Farm Rich Bakery item 9.5 oz
1658,3/9/2015,Coppertone lotion $3/1
2948,16-06-2015,Blue Diamond $1/1 4oz+ almonds can or bag
1273,4/5/2015,Barabsol $.50/1 10oz shaving cream
1155,27-12-2015,Axe Hair Care Product
1672,5/2/2015,Barilla $1/2 Sauce
3841,2/4/2015,Best Foods $1/1 mayonnaise squeeze
1683,20-08-2015,Best Foods $1/1 mayonnaise squeeze
1774,7/8/2015,Dinty Moore $1/2 
4441,17-06-2015,Megared $1/1 product
1929,2/5/2015,Dinty Moore $1/2 
1273,31-01-2015,Dove Clinical Protection Deodorant Product
2920,11/10/2015,Dunkin Donuts $1/2 creamers
2467,18-04-2015,Farm Rich Bakery item 9.5 oz
2678,28-11-2015,Fiber One $.50/2 chewy bars
